id;name;geoid;geoname;value;datetime
1293;Real demand;;;26765.167;2024-12-17T00:00:00+01:00
1293;Real demand;;;24694;2024-12-17T01:00:00+01:00
1293;Real demand;;;23508.75;2024-12-17T02:00:00+01:00
1293;Real demand;;;23103;2024-12-17T03:00:00+01:00
1293;Real demand;;;23105.833;2024-12-17T04:00:00+01:00
1293;Real demand;;;23707.083;2024-12-17T05:00:00+01:00
1293;Real demand;;;27050;2024-12-17T06:00:00+01:00
1293;Real demand;;;31877.667;2024-12-17T07:00:00+01:00
1293;Real demand;;;34908.667;2024-12-17T08:00:00+01:00
1293;Real demand;;;35328.167;2024-12-17T09:00:00+01:00
1293;Real demand;;;34658.917;2024-12-17T10:00:00+01:00
1293;Real demand;;;33706;2024-12-17T11:00:00+01:00
1293;Real demand;;;32811.333;2024-12-17T12:00:00+01:00
1293;Real demand;;;32594.583;2024-12-17T13:00:00+01:00
1293;Real demand;;;32474.5;2024-12-17T14:00:00+01:00
1293;Real demand;;;32213;2024-12-17T15:00:00+01:00
1293;Real demand;;;32883.417;2024-12-17T16:00:00+01:00
1293;Real demand;;;34261.667;2024-12-17T17:00:00+01:00
1293;Real demand;;;35992.083;2024-12-17T18:00:00+01:00
1293;Real demand;;;36762.083;2024-12-17T19:00:00+01:00
1293;Real demand;;;37422.25;2024-12-17T20:00:00+01:00
1293;Real demand;;;36675.333;2024-12-17T21:00:00+01:00
1293;Real demand;;;33143.333;2024-12-17T22:00:00+01:00
1293;Real demand;;;29420.917;2024-12-17T23:00:00+01:00
1293;Real demand;;;26628.667;2024-12-18T00:00:00+01:00
1293;Real demand;;;24507;2024-12-18T01:00:00+01:00
1293;Real demand;;;23279.917;2024-12-18T02:00:00+01:00
1293;Real demand;;;22872.75;2024-12-18T03:00:00+01:00
1293;Real demand;;;22886.833;2024-12-18T04:00:00+01:00
1293;Real demand;;;23482.5;2024-12-18T05:00:00+01:00
1293;Real demand;;;26620.417;2024-12-18T06:00:00+01:00
1293;Real demand;;;31477.167;2024-12-18T07:00:00+01:00
1293;Real demand;;;34423.583;2024-12-18T08:00:00+01:00
1293;Real demand;;;34812.25;2024-12-18T09:00:00+01:00
1293;Real demand;;;33828.583;2024-12-18T10:00:00+01:00
1293;Real demand;;;32764.833;2024-12-18T11:00:00+01:00
1293;Real demand;;;32187.833;2024-12-18T12:00:00+01:00
1293;Real demand;;;31935.917;2024-12-18T13:00:00+01:00
1293;Real demand;;;31671.583;2024-12-18T14:00:00+01:00
1293;Real demand;;;31827.833;2024-12-18T15:00:00+01:00
1293;Real demand;;;32363.833;2024-12-18T16:00:00+01:00
1293;Real demand;;;33277.667;2024-12-18T17:00:00+01:00
1293;Real demand;;;34940;2024-12-18T18:00:00+01:00
1293;Real demand;;;35728.917;2024-12-18T19:00:00+01:00
1293;Real demand;;;36405.333;2024-12-18T20:00:00+01:00
1293;Real demand;;;35575.083;2024-12-18T21:00:00+01:00
1293;Real demand;;;32307.417;2024-12-18T22:00:00+01:00
1293;Real demand;;;28830;2024-12-18T23:00:00+01:00
1293;Real demand;;;26280.667;2024-12-19T00:00:00+01:00
1293;Real demand;;;24425.75;2024-12-19T01:00:00+01:00
1293;Real demand;;;23139.5;2024-12-19T02:00:00+01:00
1293;Real demand;;;22609.667;2024-12-19T03:00:00+01:00
1293;Real demand;;;22470.5;2024-12-19T04:00:00+01:00
1293;Real demand;;;23017.917;2024-12-19T05:00:00+01:00
1293;Real demand;;;25967.417;2024-12-19T06:00:00+01:00
1293;Real demand;;;30314.667;2024-12-19T07:00:00+01:00
1293;Real demand;;;32999.75;2024-12-19T08:00:00+01:00
1293;Real demand;;;33477.917;2024-12-19T09:00:00+01:00
1293;Real demand;;;33276;2024-12-19T10:00:00+01:00
1293;Real demand;;;32458.417;2024-12-19T11:00:00+01:00
1293;Real demand;;;32269.917;2024-12-19T12:00:00+01:00
1293;Real demand;;;32331.083;2024-12-19T13:00:00+01:00
1293;Real demand;;;31844.417;2024-12-19T14:00:00+01:00
1293;Real demand;;;31345.25;2024-12-19T15:00:00+01:00
1293;Real demand;;;31567.083;2024-12-19T16:00:00+01:00
1293;Real demand;;;32661.667;2024-12-19T17:00:00+01:00
1293;Real demand;;;34136.583;2024-12-19T18:00:00+01:00
1293;Real demand;;;34808.917;2024-12-19T19:00:00+01:00
1293;Real demand;;;35237.583;2024-12-19T20:00:00+01:00
1293;Real demand;;;34655.417;2024-12-19T21:00:00+01:00
1293;Real demand;;;31729.917;2024-12-19T22:00:00+01:00
1293;Real demand;;;28742.333;2024-12-19T23:00:00+01:00
1293;Real demand;;;26296.333;2024-12-20T00:00:00+01:00
1293;Real demand;;;24448.917;2024-12-20T01:00:00+01:00
1293;Real demand;;;23124;2024-12-20T02:00:00+01:00
1293;Real demand;;;22662.083;2024-12-20T03:00:00+01:00
1293;Real demand;;;22568.667;2024-12-20T04:00:00+01:00
1293;Real demand;;;23151.5;2024-12-20T05:00:00+01:00
1293;Real demand;;;25904.167;2024-12-20T06:00:00+01:00
1293;Real demand;;;30232.583;2024-12-20T07:00:00+01:00
1293;Real demand;;;33121.25;2024-12-20T08:00:00+01:00
1293;Real demand;;;33271.5;2024-12-20T09:00:00+01:00
1293;Real demand;;;32141.667;2024-12-20T10:00:00+01:00
1293;Real demand;;;30851.083;2024-12-20T11:00:00+01:00
1293;Real demand;;;30115.5;2024-12-20T12:00:00+01:00
1293;Real demand;;;29923.5;2024-12-20T13:00:00+01:00
1293;Real demand;;;29411.167;2024-12-20T14:00:00+01:00
1293;Real demand;;;29314.917;2024-12-20T15:00:00+01:00
1293;Real demand;;;29843.333;2024-12-20T16:00:00+01:00
1293;Real demand;;;31238.167;2024-12-20T17:00:00+01:00
1293;Real demand;;;33116;2024-12-20T18:00:00+01:00
1293;Real demand;;;33590.167;2024-12-20T19:00:00+01:00
1293;Real demand;;;33786.333;2024-12-20T20:00:00+01:00
1293;Real demand;;;33104.417;2024-12-20T21:00:00+01:00
1293;Real demand;;;30686.75;2024-12-20T22:00:00+01:00
1293;Real demand;;;28051.75;2024-12-20T23:00:00+01:00
1293;Real demand;;;25984.917;2024-12-21T00:00:00+01:00
1293;Real demand;;;23902.167;2024-12-21T01:00:00+01:00
1293;Real demand;;;22524.917;2024-12-21T02:00:00+01:00
1293;Real demand;;;21727.833;2024-12-21T03:00:00+01:00
1293;Real demand;;;21398.417;2024-12-21T04:00:00+01:00
1293;Real demand;;;21382.083;2024-12-21T05:00:00+01:00
1293;Real demand;;;22202.167;2024-12-21T06:00:00+01:00
1293;Real demand;;;23851.833;2024-12-21T07:00:00+01:00
1293;Real demand;;;25723.667;2024-12-21T08:00:00+01:00
1293;Real demand;;;27591.75;2024-12-21T09:00:00+01:00
1293;Real demand;;;27906.417;2024-12-21T10:00:00+01:00
1293;Real demand;;;27342.417;2024-12-21T11:00:00+01:00
1293;Real demand;;;26793.5;2024-12-21T12:00:00+01:00
1293;Real demand;;;26837.667;2024-12-21T13:00:00+01:00
1293;Real demand;;;26981.583;2024-12-21T14:00:00+01:00
1293;Real demand;;;26651.583;2024-12-21T15:00:00+01:00
1293;Real demand;;;26950.917;2024-12-21T16:00:00+01:00
1293;Real demand;;;27712.167;2024-12-21T17:00:00+01:00
1293;Real demand;;;29799.917;2024-12-21T18:00:00+01:00
1293;Real demand;;;30444.833;2024-12-21T19:00:00+01:00
1293;Real demand;;;31017.167;2024-12-21T20:00:00+01:00
1293;Real demand;;;30962;2024-12-21T21:00:00+01:00
1293;Real demand;;;29063.083;2024-12-21T22:00:00+01:00
1293;Real demand;;;26822.667;2024-12-21T23:00:00+01:00
1293;Real demand;;;24563.083;2024-12-22T00:00:00+01:00
1293;Real demand;;;22701.667;2024-12-22T01:00:00+01:00
1293;Real demand;;;21313.667;2024-12-22T02:00:00+01:00
1293;Real demand;;;20440.75;2024-12-22T03:00:00+01:00
1293;Real demand;;;20070;2024-12-22T04:00:00+01:00
1293;Real demand;;;20120.917;2024-12-22T05:00:00+01:00
1293;Real demand;;;20676.333;2024-12-22T06:00:00+01:00
1293;Real demand;;;21815.833;2024-12-22T07:00:00+01:00
1293;Real demand;;;23116.083;2024-12-22T08:00:00+01:00
1293;Real demand;;;24963.083;2024-12-22T09:00:00+01:00
1293;Real demand;;;25923;2024-12-22T10:00:00+01:00
1293;Real demand;;;25910.333;2024-12-22T11:00:00+01:00
1293;Real demand;;;25506.083;2024-12-22T12:00:00+01:00
1293;Real demand;;;25649.417;2024-12-22T13:00:00+01:00
1293;Real demand;;;25920.667;2024-12-22T14:00:00+01:00
1293;Real demand;;;25263;2024-12-22T15:00:00+01:00
1293;Real demand;;;25322.25;2024-12-22T16:00:00+01:00
1293;Real demand;;;26410.583;2024-12-22T17:00:00+01:00
1293;Real demand;;;28563.25;2024-12-22T18:00:00+01:00
1293;Real demand;;;29406.083;2024-12-22T19:00:00+01:00
1293;Real demand;;;30024.25;2024-12-22T20:00:00+01:00
1293;Real demand;;;30096.167;2024-12-22T21:00:00+01:00
1293;Real demand;;;28414;2024-12-22T22:00:00+01:00
1293;Real demand;;;25926.25;2024-12-22T23:00:00+01:00
1293;Real demand;;;23416.833;2024-12-23T00:00:00+01:00
1293;Real demand;;;21467.25;2024-12-23T01:00:00+01:00
1293;Real demand;;;20351.667;2024-12-23T02:00:00+01:00
1293;Real demand;;;19746;2024-12-23T03:00:00+01:00
1293;Real demand;;;19609.167;2024-12-23T04:00:00+01:00
1293;Real demand;;;20136.333;2024-12-23T05:00:00+01:00
1293;Real demand;;;22333;2024-12-23T06:00:00+01:00
1293;Real demand;;;25613.917;2024-12-23T07:00:00+01:00
1293;Real demand;;;28345.25;2024-12-23T08:00:00+01:00
1293;Real demand;;;30014.667;2024-12-23T09:00:00+01:00
1293;Real demand;;;29748.583;2024-12-23T10:00:00+01:00
1293;Real demand;;;28647.5;2024-12-23T11:00:00+01:00
1293;Real demand;;;27917.917;2024-12-23T12:00:00+01:00
1293;Real demand;;;27961.917;2024-12-23T13:00:00+01:00
1293;Real demand;;;28227.5;2024-12-23T14:00:00+01:00
1293;Real demand;;;28146.917;2024-12-23T15:00:00+01:00
1293;Real demand;;;28734.25;2024-12-23T16:00:00+01:00
1293;Real demand;;;29951;2024-12-23T17:00:00+01:00
1293;Real demand;;;31511;2024-12-23T18:00:00+01:00
1293;Real demand;;;32016.417;2024-12-23T19:00:00+01:00
1293;Real demand;;;32515.167;2024-12-23T20:00:00+01:00
1293;Real demand;;;32153.167;2024-12-23T21:00:00+01:00
1293;Real demand;;;29838.917;2024-12-23T22:00:00+01:00
1293;Real demand;;;26980.667;2024-12-23T23:00:00+01:00
